环指僵硬,无名指僵硬
多hairy-cell leukemia,毛细胞白血病
毛细胞性白血病,毛细胞白血病
Hairy Cell Leukemia,毛细胞白血病
单纯性淋巴瘤,毛细淋巴管瘤
限局性淋巴管瘤,毛细淋巴管瘤
毛细血管动脉瘤,毛细血管或静脉血栓形成
Louis-Bar综合征,毛细血管扩张性共济失调
Lovis-Bar综合征,毛细血管扩张性共济失调
路易斯·巴尔氏综合征,毛细血管扩张性共济失调
路易斯·巴尔综合征,毛细血管扩张性共济失调
路易斯巴尔氏综合征,毛细血管扩张性共济失调
路易斯巴尔综合征,毛细血管扩张性共济失调
毛细管扩张性运动失调,毛细血管扩张性共济失调
毛细血管扩张性共济失调综合征,毛细血管扩张性共济失调
毛细血管扩张性共济失调综合症,毛细血管扩张性共济失调
毛细血管扩张性共济失调[Louis-Bar综合征],毛细血管扩张性共济失调
Majocchi紫癜,毛细血管扩张性环状紫癜
环状毛囊性毛细管扩张,毛细血管扩张性环状紫癜
口腔扁平湿疣,毛状白斑
口腔病毒性白斑,毛状白斑
口腔毛状黏膜白斑病,毛状白斑
蔷薇糠疹,玫瑰糠疹
Pityriasis Rosea,玫瑰糠疹
玟瑰糠疹,玫瑰糠疹
风热疮,玫瑰糠疹
梅毒感染,梅毒
梅毒相关性肾病,梅毒肾病
苍白密螺旋体葡萄膜炎,梅毒性葡萄膜炎
苍白密螺旋体色素膜炎,梅毒性葡萄膜炎
梅毒性色素膜炎,梅毒性葡萄膜炎
梅毒性心血管疾病,梅毒性心血管病
梅毒性心脏病,梅毒性心血管病
梅心病,梅毒性心血管病
梅毒性主动脉瓣闭锁不全,梅毒性主动脉瓣关闭不全
梅毒性主动脉瓣狭窄闭锁不全,梅毒性主动脉瓣狭窄关闭不全
Eagle-Barrett综合征,梅干腹综合征
Prune-Belly综合征,梅干腹综合征
薄腹突出综合征,梅干腹综合征
腹壁肌肉-尿路-睾丸三联征,梅干腹综合征
腹壁缺乏综合征,梅干腹综合征
梨状腹综合征,梅干腹综合征
满腹综合征,梅干腹综合征
干梅腹综合征,梅干腹综合征
水壶腹综合征,梅干腹综合征
先天性腹壁肌肉发育不良,梅干腹综合征
梅干腹综合征[Prune-Belly综合征],梅干腹综合征
Prune Belly Syndrome,梅干腹综合征
先天性腹肌缺如综合征,梅干腹综合征
满腹综合征(腹壁畸形),梅干腹综合征
Demons-Meigs综合征,梅格斯综合征
Domons-Meigs二氏综合征,梅格斯综合征
Meigs-Cass二氏综合征,梅格斯综合征
Meigs-Cass综合征,梅格斯综合征
Meigs-Salmon综合征,梅格斯综合征
卵巢癌-腹水-胸水综合征,梅格斯综合征
卵巢癌-胸腹腔积液综合征,梅格斯综合征
卵巢-腹水-胸水综合征,梅格斯综合征
卵巢瘤胸腹腔积液综合征,梅格斯综合征
麦格斯综合征,梅格斯综合征
麦格综合征,梅格斯综合征
麦格综合症,梅格斯综合征
梅格斯氏综合征,梅格斯综合征
梅-卡二氏综合征,梅格斯综合征
盆腔瘤合并胸-腹水综合征,梅格斯综合征
Merkel细胞癌,梅克尔细胞癌
皮肤小梁状癌,梅克尔细胞癌
皮肤原发性小细胞癌,梅克尔细胞癌
小梁性癌,梅克尔细胞癌
小梁状癌,梅克尔细胞癌
原发性皮肤神经内分泌癌,梅克尔细胞癌
美尼尔病,梅尼埃病
美尼尔综合征,梅尼埃病
内耳眩晕症,梅尼埃病
Ménière’s Disease,梅尼埃病
美尼尔氏综合症,梅尼埃病
Brueghel综合征,梅热睑痉挛
Meige综合征,梅热睑痉挛
梅热睑痉挛[Meige综合征],梅热睑痉挛
眼睑痉挛-口下颏部肌张力障碍,梅热睑痉挛
煤肺,煤炭工尘肺
煤工业肺,煤炭工尘肺
煤炭工肺,煤炭工尘肺
Mendelson综合征,门德尔松综合征
门德尔松综合征[Mendelson综合征],门德尔松综合征
门静脉高血压,门静脉高压
门静脉高压症,门静脉高压
门静脉血压过高,门静脉高压
门脉高压,门静脉高压
门脉高压症,门静脉高压
充血性胃病,门静脉高压性胃病
门静脉栓塞,门静脉血栓形成
门静脉血栓症,门静脉血栓形成
Menkes病,门克病
门克病[Menkes病],门克病
Menetrier病,门内特里尔病
肥厚增生性胃炎,门内特里尔病
巨大肥厚性胃炎,门内特里尔病
慢性胃黏膜炎,门内特里尔病
梅内特雷尔病,门内特里尔病
梅内特里耶病,门内特里尔病
胃巨大皱襞肥厚,门内特里尔病
胃巨皱襞症,门内特里尔病
胃黏膜病,门内特里尔病
胃黏膜巨肥症,门内特里尔病
胃黏膜息肉样肿,门内特里尔病
胃黏膜息肉样肿胀,门内特里尔病
胃腺乳咀病,门内特里尔病
骶斑,蒙古斑
儿斑,蒙古斑
儿痣,蒙古斑
胎斑,蒙古斑
胎记,蒙古斑
胎痣,蒙古斑
真皮黑变病,蒙古斑
求医癖,孟乔森综合征
佯病症,孟乔森综合征
住院癖,孟乔森综合征
尺骨骨干骨折兼桡骨头脱位,孟氏骨折
蒙泰贾骨折,孟氏骨折
弥漫性甲状腺肿伴甲状腺功能亢进[Graves病],弥漫性甲状腺肿伴甲状腺功能亢进
慢性肉芽肿性空回肠炎,弥漫性空回肠溃疡
慢性特发性溃疡性小肠炎,弥漫性空回肠溃疡
串珠状食管,弥漫性食管痉挛
螺旋状食管,弥漫性食管痉挛
念珠状食管,弥漫性食管痉挛
特发性弥漫性食管痉挛,弥漫性食管痉挛
Baastrup病,弥漫性特发性骨肥厚
DISH,弥漫性特发性骨肥厚
DISH病,弥漫性特发性骨肥厚
肥厚性脊柱关节病,弥漫性特发性骨肥厚
广泛性特发性骨质增生,弥漫性特发性骨肥厚
弥漫性特发性骨肥厚[DISH病],弥漫性特发性骨肥厚
Schilder病,弥漫性硬化
弥漫性轴突周围性脑炎,弥漫性硬化
弥漫性轴周性脑炎,弥漫性硬化
弥散性硬化,弥漫性硬化
希尔德病,弥漫性硬化
席尔德病,弥漫性硬化
弥漫性硬化[席尔德病/弥漫性轴周性脑炎],弥漫性硬化
Thost-Unna综合征,弥漫性掌跖角化病
遗传性掌跖角化病,弥漫性掌跖角化病
掌跖角质瘤,弥漫性掌跖角化病
掌跖胼胝病,弥漫性掌跖角化病
Madelang脂肪瘤,弥漫性脂肪瘤
DIC,弥散性血管内凝血
播散性血管内凝血,弥散性血管内凝血
弥漫性血管内凝血,弥散性血管内凝血
去纤维蛋白原综合征,弥散性血管内凝血
去纤维蛋白综合征,弥散性血管内凝血
消耗性凝血病,弥散性血管内凝血
播散性血管内凝血[去纤维蛋白综合征],弥散性血管内凝血
局限性迷路炎,迷路瘘管
迷路瘘管[局限性迷路炎],迷路瘘管
迷路炎[内耳炎],迷路炎
内耳炎,迷路炎
脚趾脚气,糜烂型脚气
Mikulicz Syndrome,米库利奇病
米库利兹综合征,米库利奇病
米勒链球菌肺炎,米氏链球菌肺炎
米勒氏链球菌肺炎,米氏链球菌肺炎
生殖泌尿系统阿米巴病,泌尿生殖系阿米巴病
生殖泌尿系统滴虫病,泌尿生殖系滴虫病
泌尿生殖系统放射菌病,泌尿生殖系放线菌病
泌尿生殖系包虫病,泌尿生殖系棘球蚴病
泌尿生殖系统裂体吸虫病,泌尿生殖系血吸虫病
泌尿生殖系霉菌病,泌尿生殖系真菌病
泌尿生殖系统支原体感染,泌尿生殖系支原体感染
泌尿道感染,泌尿系感染
泌尿系统感染,泌尿系感染
PRL瘤,泌乳素腺瘤
纺织热,棉屑沉着病
绵纤维吸入性肺炎,棉屑沉着病
棉尘肺,棉屑沉着病
棉屑沉着症,棉屑沉着病
毛囊性粟粒性狼疮,面部播散性粟粒状狼疮
粟粒狼疮样结核症,面部播散性粟粒状狼疮
颜面播散性粟粒狼疮,面部播散性粟粒状狼疮
颜面播散性粟粒性结核病,面部播散性粟粒状狼疮
颜面雀啄型血风疮,面部播散性粟粒状狼疮
颜面粟粒性狼疮,面部播散性粟粒状狼疮
Bloom综合征,面部红斑侏儒综合征
面部红斑侏儒综合征[Bloom综合征],面部红斑侏儒综合征
Romberg病,面部偏侧萎缩
半面萎缩,面部偏侧萎缩
单侧面萎缩,面部偏侧萎缩
进行性面部半侧萎缩症,面部偏侧萎缩
皮肤嗜酸细胞肉芽肿,面部肉芽肿
皮肤嗜酸细胞性肉芽肿,面部肉芽肿
嗜酸性粒细胞增多性嗜酸性淋巴肉芽肿,面部肉芽肿
半侧颜面痉挛,面肌痉挛
表情样痉挛,面肌痉挛
肌肉痉挛,面肌痉挛
间隙性面肌痉挛,面肌痉挛
面肌抽搐,面肌痉挛
偏侧面肌痉挛,面肌痉挛
偏侧颜面痉挛,面肌痉挛
阵挛性面肌痉挛,面肌痉挛
面和颊部滤泡性红黑变病,面颈部毛囊性红斑黑变病
面颈部毛囊性红斑性黑变病,面颈部毛囊性红斑黑变病
颜面-颈部毛囊性红色黑变病,面颈部毛囊性红斑黑变病
脸盲症,面容失认
雪旺鞘膜瘤,面神经瘤
急性特发性周围性面神经麻痹,面神经麻痹
面神经麻痹(面瘫),面神经麻痹
面神经麻痹[Bell麻痹/面瘫],面神经麻痹
面瘫,面神经麻痹
原发性面神经麻痹,面神经麻痹
原发性面神经瘫痪,面神经麻痹
原发性面瘫,面神经麻痹
周围性面瘫,面神经麻痹
自发性面神经麻痹,面神经麻痹
自发性面神经瘫痪,面神经麻痹
自发性面瘫,面神经麻痹
Bell麻痹,面神经炎
Bell面瘫,面神经炎
贝尔麻痹,面神经炎
贝耳麻痹,面神经炎
贝耳氏麻痹,面神经炎
特发性面神经瘫痪,面神经炎
扁脸,面受压
Melkersson-Rosental综合征,面瘫唇肿裂纹舌综合征
面瘫唇肿裂纹舌综合症,面瘫唇肿裂纹舌综合征
Melkersson-Rosenthal综合征,面瘫-唇肿-裂纹舌综合征
Minkowski-Chauffard综合征,明科夫斯基-消法尔综合征
明科夫斯基-消法尔综合征[Minkowski-Chauffard综合征],明科夫斯基-消法尔综合征
膜性肾小球肾炎,膜性肾病
膜性肾小球性肾炎,膜性肾病
持续性低补体肾炎,膜增生性肾小球肾炎
低补体血症性肾炎,膜增生性肾小球肾炎
分叶性肾炎,膜增生性肾小球肾炎
膜性增生性肾小球肾炎,膜增生性肾小球肾炎
膜增生性肾炎,膜增生性肾小球肾炎
膜增殖性肾小球肾炎,膜增生性肾小球肾炎
系膜毛细血管性肾小球肾炎,膜增生性肾小球肾炎
系膜毛细血管增生性肾炎,膜增生性肾小球肾炎
小叶性肾炎,膜增生性肾小球肾炎
摩擦黑皮症,摩擦黑变病
间擦疹,摩擦红斑
褶烂,摩擦红斑
挨擦癖,摩擦癖
儿童丘疹性皮炎,摩擦性苔藓样疹
沙土皮炎,摩擦性苔藓样疹
肘膝复发性夏季糠疹,摩擦性苔藓样疹
儿童型丘疹性皮炎,摩擦性苔癣样疹
摩根氏菌肺炎,摩根菌肺炎
磨牙,磨牙症
夜磨牙症,磨牙症
末梢神经病[末梢神经炎],末梢神经病
末梢神经炎,末梢神经病
末梢性神经病,末梢神经病
Morton病,莫顿跖痛症
Morton神经痛,莫顿跖痛症
Morton跖头痛,莫顿跖痛症
局限性指间神经炎,莫顿跖痛症
跖骨间神经瘤,莫顿跖痛症
跖间神经瘤,莫顿跖痛症
趾底总神经瘤,莫顿跖痛症
莫顿跖痛症[Morton病],莫顿跖痛症
Morvan病,莫旺病
莫旺病[Morvan病],莫旺病
Moebius综合征,默比乌斯综合征
默比乌斯综合征[Moebius综合征],默比乌斯综合征
Moebius Syndrome,默比乌斯综合征
莫比乌斯综合征,默比乌斯综合征
痛性运动不能,默比乌斯综合征
母儿ABO不亲和性,母儿ABO血型不合
母儿ABO不相容性,母儿ABO血型不合
母乳喂养性黄疸,母乳性黄疸
喂养性黄疸,母乳性黄疸
滑雪拇指,拇指掌指关节尺侧侧副韧带损伤
Kitamura网状肢端色素沉着症,木村网状肢端色素沉着
Nelson综合征,纳尔逊综合征
纳尔逊综合症,纳尔逊综合征
Nelson Syndrome,纳尔逊综合征
卡他球菌肺炎,奈瑟卡他球菌肺炎
奈瑟氏卡他球菌肺炎,奈瑟卡他球菌肺炎
奈氏卡他球菌肺炎,奈瑟卡他球菌肺炎
Nezelof综合征,奈泽洛夫综合征
Nezelot综合征,奈泽洛夫综合征
Nezelot综合症,奈泽洛夫综合征
Nezolof综合征,奈泽洛夫综合征
奈泽洛夫综合症,奈泽洛夫综合征
内兹罗夫综合征,奈泽洛夫综合征
尼兹诺夫综合征,奈泽洛夫综合征
胸腺发育不全综合征,奈泽洛夫综合征
胸腺发育异常综合征,奈泽洛夫综合征
胸腺淋巴发育不全,奈泽洛夫综合征
胸腺淋巴组织发育不全,奈泽洛夫综合征
胸腺无淋巴发育不良,奈泽洛夫综合征
胸腺无淋巴细胞形成,奈泽洛夫综合征
胸腺无淋巴组织发育不良,奈泽洛夫综合征
奈泽洛夫综合征[Nezelof综合征],奈泽洛夫综合征
泌尿系统结核,男生殖系结核
男性因素不育,男性不育症
睾丸女性化综合征,男性假两性畸形
男假两性畸形,男性假两性畸形
男性假两性同体,男性假两性畸形
男性青春延迟,男性青春期发育延迟
男性性晚熟,男性青春期发育延迟
男性青春期乳房肥大症,男性青春期乳房发育
男性青年期乳房组织增生,男性青春期乳房发育
男性乳癌,男性乳腺癌
男性青春期乳房肥大,男性乳腺增生
男性乳房发育,男性乳腺增生
男性乳房发育症,男性乳腺增生
男性乳房肥大症,男性乳腺增生
男性乳腺发育症,男性乳腺增生
男子女性型乳房,男性乳腺增生
男子乳腺发育,男性乳腺增生
特发性男性乳房肥大,男性乳腺增生
中老年性乳房肥大,男性乳腺增生
男性生殖系结核病,男性生殖系结核
男性生殖系统结核,男性生殖系结核
男性特纳氏综合征,男性特纳综合征
男性特纳综合症,男性特纳综合征
男性吐纳综合征,男性特纳综合征
男性生殖腺机能减退症,男性性腺机能减退
男性青春期发育过早,男性性早熟
男性青春期提前,男性性早熟
斑疹热立克次氏体,南欧斑疹热
斑疹热立克次体,南欧斑疹热
北非蜱传斑疹伤寒,南欧斑疹热
地中海斑点热,南欧斑疹热
地中海斑疹热,南欧斑疹热
地中海热,南欧斑疹热
康诺尔立克次体斑疹热,南欧斑疹热
康诺尔氏立克次氏体斑疹热,南欧斑疹热
康氏立克次氏体斑疹热,南欧斑疹热
康氏立克次体斑疹热,南欧斑疹热
肯尼亚蜱咬热,南欧斑疹热
马赛热,南欧斑疹热
南非蜱咬热,南欧斑疹热
纽扣热,南欧斑疹热
蜱伤寒,南欧斑疹热
印度蜱传斑疹伤寒,南欧斑疹热
南欧斑疹热[纽扣热],南欧斑疹热
难治性癫痫症,难治性癫痫
难治性羊痫疯,难治性癫痫
顽固性癫痫,难治性癫痫
不稳定性心衰,难治性心力衰竭
难治性心衰,难治性心力衰竭
顽固难治性心衰,难治性心力衰竭
顽固性心功能不全,难治性心力衰竭
顽固性心力衰竭,难治性心力衰竭
顽固性心脏衰竭,难治性心力衰竭
终末期心衰,难治性心力衰竭
包囊尾蚴病,囊虫病
囊尾蚴病,囊虫病
猪包猪囊虫感染,囊虫病
猪囊尾蚴病,囊虫病
囊虫病[囊尾蚴病],囊虫病
囊性肾脏病,囊性肾病
Cystic Fibrosis,囊性纤维化
纤维囊泡症,囊性纤维化
囊性纤维病,囊性纤维化
淋巴囊肿,囊状淋巴管瘤
囊性淋巴管瘤,囊状淋巴管瘤
囊状水瘤,囊状淋巴管瘤
先天性囊状水瘤,囊状淋巴管瘤
蛲虫感染,蛲虫病
Leukodystrophy,脑白质营养不良
脑白质病变,脑白质营养不良
器质性脑病,脑病
脑病[器质性脑病],脑病
大高血压性脑溢血,脑出血
脑动静脉疾病,脑动静脉畸形
脑动静脉瘤,脑动静脉畸形
脑动静脉血管畸形,脑动静脉畸形
脑血管错构瘤,脑动静脉畸形
脑血管瘤,脑动静脉畸形
大脑动脉瘤,脑动脉瘤
脑动脉硬化,脑动脉粥样硬化
脑动脉硬化症,脑动脉粥样硬化
Bowen-Lee-Zellweger综合征,脑肝肾综合征
脑肝肾综合征[Bowen-Lee-Zellweger综合征],脑肝肾综合征
Gaucher病,脑苷脂贮积综合征
戈谢病,脑苷脂贮积综合征
戈谢脾肿大,脑苷脂贮积综合征
家族性脾性贫血,脑苷脂贮积综合征
脑甙病,脑苷脂贮积综合征
脑甙沉积病,脑苷脂贮积综合征
脑苷脂沉积病,脑苷脂贮积综合征
脑苷脂沉积症,脑苷脂贮积综合征
脑苷脂网状内皮细胞病,脑苷脂贮积综合征
葡糖脑苷脂病,脑苷脂贮积综合征
葡萄糖脑苷脂病,脑苷脂贮积综合征
葡萄糖脑苷脂酶缺乏症,脑苷脂贮积综合征
葡萄糖脑酰胺沉积病,脑苷脂贮积综合征
神经病变性急性戈谢综合征,脑苷脂贮积综合征
脑苷脂贮积综合征[戈谢病],脑苷脂贮积综合征
Gaucher’s Disease,脑苷脂贮积综合征
Gaucher Disease,脑苷脂贮积综合征
脑干神经胶质瘤,脑干胶质瘤
脑干神经胶质细胞瘤,脑干胶质瘤
中脑周围非动脉瘤性出血,脑干前非动脉瘤出血
脑干前非动脉瘤出血[中脑周围非动脉瘤性出血],脑干前非动脉瘤出血
脑梗,脑梗死
脑梗塞,脑梗死
缺血性脑卒中,脑梗死
缺血性卒中,脑梗死
回状头皮,脑回状颅皮
头皮松垂,脑回状颅皮
间质性脑水肿,脑积水性脑水肿
脑积水性脑水肿[间质性脑水肿],脑积水性脑水肿
脑包虫病,脑棘球蚴病
急性化脓性脑膜炎,脑脊膜炎
脑膜炎,脑脊膜炎
髓膜炎,脑脊膜炎
颅内结核性肉芽肿,脑结核瘤
脑内结核肉芽肿,脑结核瘤
发育性静脉异常,脑静脉畸形
脑静脉瘤,脑静脉畸形
脑静脉血管瘤,脑静脉畸形
Sturge-Weber综合征,脑面血管瘤病
脑-面血管瘤病,脑面血管瘤病
脑三叉神经血管瘤病,脑面血管瘤病
瑟志-韦伯综合征,脑面血管瘤病
斯特奇-韦伯二氏综合征,脑面血管瘤病
斯特奇-韦伯综合征,脑面血管瘤病
斯特奇-韦伯综合症,脑面血管瘤病
斯-韦二氏综合征,脑面血管瘤病
颜面血管瘤综合征,脑面血管瘤病
眼-神经-皮肤血管瘤病,脑面血管瘤病
脑面血管瘤病[Sturge-Weber综合征],脑面血管瘤病
Sturge Weber Syndrome,脑面血管瘤病
脑三叉神经血管瘤综合征,脑面血管瘤病
脑脊膜癌病,脑膜癌病
脑脊膜瘤,脑膜瘤
硬脑脊膜肉瘤,脑膜瘤
硬脑膜肉瘤,脑膜瘤
脑膜膨出,脑膜脑膨出
脑膜炎萘瑟氏菌肺炎,脑膜炎奈瑟菌肺炎
脑膜炎双球菌肺炎,脑膜炎奈瑟菌肺炎
流行性脑脊膜炎,脑膜炎球菌性脑膜炎
流行性脑膜炎,脑膜炎球菌性脑膜炎
流脑,脑膜炎球菌性脑膜炎
脑膜炎球菌病,脑膜炎球菌性脑膜炎
脑膜炎球菌脑膜炎,脑膜炎球菌性脑膜炎
脑膜炎球菌性败血症,脑膜炎球菌血症
脑猪囊尾蚴病,脑囊虫病
大脑脓肿,脑脓肿
脑积水脑膜脑膜膨出,脑膨出
脑突出,脑膨出
Meckel-Gruber综合征,脑膨出多指多囊肾综合征
脑膨出多指多囊肾综合征[Meckel-Gruber综合征],脑膨出多指多囊肾综合征
脑突出和脑膜膨出,脑膨出和脑脊膜膨出
脑桥中央髓鞘溶解,脑桥中央髓鞘溶解症
中心性脑桥髓鞘破坏,脑桥中央髓鞘溶解症
脑动脉栓塞,脑栓塞
栓塞性脑梗死,脑栓塞
栓子栓塞,脑栓塞
栓子性梗塞形成,脑栓塞
脑型肺并殖吸虫病,脑型肺吸虫病
恶性疟,脑型疟疾
恶性疟疾,脑型疟疾
脑型疟,脑型疟疾
脑血吸虫病,脑型血吸虫病
Little病,脑性痉挛性双侧瘫
大痉挛性两侧麻痹,脑性瘫痪
