天泉乐欣,18种氨基酸注射液
威狄敏,盐酸西替利嗪片
安迪西司,盐酸西替利嗪片
仙特明,盐酸西替利嗪片
爽特,盐酸西替利嗪片
比特力,盐酸西替利嗪片
适迪,盐酸西替利嗪片
安迪,盐酸西替利嗪片
达内,盐酸西替利嗪片
立泯,盐酸西替利嗪片
敏达,盐酸西替利嗪片
斯特林,盐酸西替利嗪片
希特瑞,盐酸西替利嗪片
希瓦丁,盐酸西替利嗪片
雪町,盐酸西替利嗪片
贝分,盐酸西替利嗪糖浆
京坦松,盐酸消旋山莨菪碱氯化钠注射液
升白安,盐酸小檗胺片
严新,盐酸小檗碱片
万赛维,盐酸缬更昔洛韦片
必嗽平,盐酸溴己新片
赛维,盐酸溴己新葡萄糖注射液
善唯达,盐酸伊达比星胶囊
可兰特,盐酸伊伐布雷定片
亿迈林,盐酸伊立替康注射液
开普拓,盐酸伊立替康注射液
威太,盐酸伊托必利分散片
代林,盐酸伊托必利胶囊
比佳斯,盐酸伊托必利胶囊
为健,盐酸伊托必利片
为力苏,盐酸伊托必利片
奥为仙,盐酸伊托必利片
瑞复啉,盐酸伊托必利片
凯亭,盐酸伊托必利片
凯莱止,盐酸依匹斯汀
凯莱止,盐酸依匹斯汀胶囊
伊天,盐酸伊托必利胶囊
贝力斯,盐酸乙哌立松颗粒
妙纳,盐酸乙哌立松片
贝格斯,盐酸乙哌立松片
佐宁,盐酸乙哌立松片
宜宇,盐酸乙哌立松片
非那根,盐酸异丙嗪注射液
喘息定,盐酸异丙肾上腺素注射液
中宝菲林,盐酸罂粟碱氯化钠注射液
泊威,盐酸罂粟碱氯化钠注射液
凯格拉非,盐酸罂粟碱氯化钠注射液
麦乐定,盐酸罂粟碱氯化钠注射液
赛德隆,盐酸罂粟碱氯化钠注射液
帕帕非林,盐酸罂粟碱注射液
艾贝宁,盐酸右美托咪定注射液
伊捷卡,盐酸左布比卡因注射液
速卡,盐酸左布比卡因注射液
奥桂仁,盐酸左布比卡因注射液
贝他根,盐酸左布诺洛尔滴眼液
立复汀,盐酸左卡巴斯汀鼻喷雾剂
诺思达,盐酸左西替利嗪分散片
畅然,盐酸左西替利嗪胶囊
迪皿,盐酸左西替利嗪口服溶液
优泽,盐酸左西替利嗪片
强溢,盐酸左西替利嗪片
迪皿,盐酸左西替利嗪片
齐平,盐酸左西替利嗪片
西可新,盐酸左西替利嗪片
联邦左福康,盐酸左氧氟沙星滴眼液
海伦,盐酸左氧氟沙星滴眼液
朗悦,盐酸左氧氟沙星滴眼液
泉盈,盐酸左氧氟沙星分散片
严宁,盐酸左氧氟沙星胶囊
左克,盐酸左氧氟沙星胶囊
恒奥,盐酸左氧氟沙星胶囊
帅威,盐酸左氧氟沙星胶囊
一品,盐酸左氧氟沙星胶囊
裕力兴,盐酸左氧氟沙星胶囊
立凡迪,盐酸左氧氟沙星胶囊
洛普星,盐酸左氧氟沙星胶囊
天福欣,盐酸左氧氟沙星胶囊
希普克定,盐酸左氧氟沙星胶囊
优素劲,盐酸左氧氟沙星胶囊
得尔夫星,盐酸左氧氟沙星氯化钠注射液
彼来信,盐酸左氧氟沙星氯化钠注射液
恒奥,盐酸左氧氟沙星氯化钠注射液
沙严隆,盐酸左氧氟沙星氯化钠注射液
迪诺新,盐酸左氧氟沙星氯化钠注射液
莱美兴,盐酸左氧氟沙星氯化钠注射液
清康,盐酸左氧氟沙星氯化钠注射液
优普罗康,盐酸左氧氟沙星氯化钠注射液
金裕星,盐酸左氧氟沙星氯化钠注射液
莱沃幸,盐酸左氧氟沙星氯化钠注射液
爱兴,盐酸左氧氟沙星氯化钠注射液
长富宜泰,盐酸左氧氟沙星氯化钠注射液
海力健,盐酸左氧氟沙星氯化钠注射液
来氟斯,盐酸左氧氟沙星氯化钠注射液
强普信,盐酸左氧氟沙星氯化钠注射液
瑞科沙,盐酸左氧氟沙星氯化钠注射液
赛世克,盐酸左氧氟沙星氯化钠注射液
希普克定,盐酸左氧氟沙星氯化钠注射液
恒孚,盐酸左氧氟沙星片
妥必来,盐酸左氧氟沙星片
彼妥,盐酸左氧氟沙星片
一品,盐酸左氧氟沙星片
乐朗,盐酸左氧氟沙星片
刻定,盐酸左氧氟沙星片
森迪,盐酸左氧氟沙星片
左复可,盐酸左氧氟沙星片
杰奇,盐酸左氧氟沙星眼用凝胶
诺普伦,盐酸左氧氟沙星注射液
左克,盐酸左氧氟沙星注射液
莱沃幸,盐酸左氧氟沙星注射液
金诺尔曼,盐酸左氧氟沙星注射液
怡平青,盐酸左氧氟沙星注射液
爱兴,盐酸左氧氟沙星注射液
安理莱,盐酸左氧氟沙星注射液
奥维丽,盐酸左氧氟沙星注射液
金裕星,盐酸左氧氟沙星注射液
莱美兴,盐酸左氧氟沙星注射液
瑞科沙,盐酸左氧氟沙星注射液
示强眼宁,眼氨肽滴眼液
伊晶,眼氨肽滴眼液
氧,医用氧
氧（液态）,医用氧
泰利必妥,氧氟沙星滴耳液
安利,氧氟沙星滴耳液
迪可罗,氧氟沙星滴眼液
泰利必妥,氧氟沙星滴眼液
信利妥,氧氟沙星滴眼液
安利星,氧氟沙星滴眼液
东康明,氧氟沙星滴眼液
复尔必妥,氧氟沙星滴眼液
恒润,氧氟沙星滴眼液
捷孚,氧氟沙星滴眼液
诺青,氧氟沙星滴眼液
可乐必妥,氧氟沙星滴眼液
赞诺欣,氧氟沙星缓释片
奥复星,氧氟沙星氯化钠注射液
菲宁达,氧氟沙星凝胶
奥复星,氧氟沙星片
贝立德,氧氟沙星片
泰利必妥,氧氟沙星片
延华星,氧氟沙星片
严星,氧氟沙星片
赞诺欣,氧氟沙星片
普光,氧氟沙星葡萄糖注射液
泰利必妥,氧氟沙星眼膏
迪可罗,氧氟沙星眼膏
奥卫特,氧氟沙星阴道泡腾片
腰痛丸,腰痛胶囊
青原,腰息痛胶囊
爱西特,药用炭片
叶拜克,叶绿素铜钠片
斯利安,叶酸片
度太,叶酸片
诺君心,一清颗粒
康时,一清颗粒
艾本,伊班膦酸钠注射液
佳诺顺,伊班膦酸钠注射液
邦罗力,伊班膦酸注射液
斯皮仁诺,伊曲康唑胶囊
易启康,伊曲康唑胶囊
美扶,伊曲康唑胶囊
克银迪,伊曲康唑胶囊
斯皮仁诺,伊曲康唑口服液
斯皮仁诺,伊曲康唑注射液
海正麦克丁,伊维菌素胶囊
海正麦克丁,伊维菌素片
海正麦克丁,伊维菌素咀嚼片
抗辐喷,医用射线防护喷剂
悦灵胶,医用生物蛋白胶
汇涵术泰,医用生物胶体分散剂
苏迪,依巴斯汀片
思金,依巴斯汀片
开思亭,依巴斯汀片
易达生,依达拉奉注射液
清通,依达拉奉注射液
必存,依达拉奉注射液
积华尤敏,依达拉奉注射液
凯达复欣,依达拉奉注射液
施多宁,依非韦伦片
斯迪诺,依降钙素注射液
益盖宁,依降钙素注射液
盖爽,依卡倍特钠颗粒
久保克,依那普利氢氯噻嗪片
依双,依那普利氢氯噻嗪片
克赛,依诺肝素钠注射液
久诺,依诺沙星片
索多泰,依诺沙星片
诺佳,依诺沙星片
的星力,依诺沙星注射液
唐林,依帕司他胶囊
唐林,依帕司他片
伊衡,依帕司他片
安体芬,依普黄酮胶囊
信依生,依普黄酮片
固苏桉,依普黄酮片
力拉,依普黄酮片
泽悦,依替巴肽注射液
翰安,依替巴肽注射液
根德,依替膦酸二钠片
依膦,依替膦酸二钠片
益太,依替膦酸二钠片
邦特林,依替膦酸二钠片
洛迪,依替膦酸二钠片
拉司太特,依托泊苷胶囊
泊瑞,依托泊苷软胶囊
威克,依托泊苷软胶囊
依芬,依托度酸缓释片
罗丁,依托度酸缓释片
那止,依托度酸胶囊
依特,依托度酸片
罗丁,依托度酸片
舒雅柯,依托度酸片
澳托芬,依托芬那酯凝胶
优迈,依托芬那酯乳膏
特一,依托红霉素片
安康信,依托考昔片
宜妥利,依托咪酯脂肪乳注射液
福尔利,依托咪酯脂肪乳注射液
依伴侬,依托孕烯植入剂
飞尼妥,依维莫司片
澳奇,依西美坦胶囊
如苏美,依西美坦胶囊
依斯坦,依西美坦胶囊
阿诺新,依西美坦片
速莱,依西美坦片
可怡,依西美坦片
依斯坦,依西美坦片
优可依,依西美坦片
益适纯,依折麦布片
葆至能,依折麦布辛伐他汀片
怡开,胰激肽原酶肠溶片
多美乐,胰激肽原酶肠溶片
广乐,胰激肽原酶肠溶片
凯林可,胰激肽原酶肠溶片
帕克,胰激肽原酶肠溶片
得每通,胰酶肠溶胶囊
达舒通,胰酶肠溶胶囊
怡诺尼康,乙胺吡嗪利福异烟片(Ⅱ)
易维适,乙酰半胱氨酸胶囊
澳源一号,乙酰半胱氨酸颗粒
富露施,乙酰半胱氨酸颗粒
麦可素,乙酰半胱氨酸颗粒
金康速力,乙酰半胱氨酸泡腾片
富露施,乙酰半胱氨酸泡腾片
阿思欣泰,乙酰半胱氨酸注射液
富露施,乙酰半胱氨酸注射液
瑞可安,乙酰谷酰胺氯化钠注射液
劲截纾,乙酰谷酰胺氯化钠注射液
艾鲁那,乙酰谷酰胺氯化钠注射液
干芬,乙酰谷酰胺氯化钠注射液
慧乐,乙酰谷酰胺氯化钠注射液
康达利存,乙酰谷酰胺氯化钠注射液
帅宁,乙酰谷酰胺氯化钠注射液
天醒,乙酰谷酰胺氯化钠注射液
土尔,乙酰谷酰胺氯化钠注射液
宜信,乙酰谷酰胺氯化钠注射液
雅宇,乙酰谷酰胺注射液
谷安枢,乙酰谷酰胺注射液
瑙素,乙酰谷酰胺注射液
依龙,乙酰谷酰胺注射液
忆诗安,乙酰谷酰胺注射液
爽宁,乙酰吉他霉素含片
安吉,乙酰吉他霉素含片
乐普美欣,乙酰吉他霉素含片
万佶,乙酰吉他霉素胶囊
鲁神,乙酰螺旋霉素片
川螺,乙酰螺旋霉素片
凯蕊,乙酰螺旋霉素片
美力泰,乙酰麦迪霉素干混悬剂
美欧卡,乙酰麦迪霉素干混悬剂
醋氮酰胺,乙酰唑胺片
爱普生,乙型脑炎纯化疫苗
依生安康,乙型脑炎纯化疫苗（地鼠肾细胞）
杰益维,乙型脑炎减毒活疫苗
艾迪特,乙氧苯柳胺软膏
爱全乐,异丙托溴铵气雾剂
维畅,异丁司特缓释胶囊
宁芬,异氟烷
艾思美,异氟烷
活宁,异氟烷
宝龄托利儿,异氟烷
怡美宁,异氟烷
异氟烷,异氟烷液
缇碧,异福片
费安,异福片
匹金,异福片
菲路得,异福片
菲亭,异福片
维菲,异福片
菲那安,异福酰胺片
费宁,异福酰胺片
护菲特,异福酰胺片
长威瑞达欣,异福酰胺片
戴菲林,异福酰胺片
菲苏,异福酰胺片
维葆,异福酰胺片
依比福,异福酰胺片
伊缇碧,异福酰胺片
天晴甘美,异甘草酸镁注射液
易思清,异山梨醇口服液
泰尔丝,异维A酸胶丸
安素丝,异维A酸凝胶
爱思洁,异维A酸凝胶
泰尔丝,异维A酸软胶囊
胜君,异烟肼氯化钠注射液
壹枚泰,抑肽酶氯化钠注射液
曹清华胶囊,薏辛除湿止痛胶囊
定君生,阴道用乳杆菌活菌胶囊
切尔,银耳孢糖肠溶胶囊
赛伽,银耳孢糖肠溶胶囊
峰龄,银耳孢糖肠溶胶囊
亿新威,银杏达莫注射液
全威舒,银杏达莫注射液
尼可络通,银杏达莫注射液
杏丁,银杏达莫注射液
银滴速通,银杏酮酯滴丸
达洛特,银杏酮酯滴丸
达纳康,银杏叶口服液
依康宁,银杏叶片
达纳康,银杏叶片
斯泰隆,银杏叶片
天保宁,银杏叶片
金纳多,银杏叶提取物片
达纳康,银杏叶提取物片
金纳多,银杏叶提取物注射液
悦康通,银杏叶提取物注射液
悦南珊,吲达帕胺缓释胶囊
圣畅,吲达帕胺缓释片
平至,吲达帕胺缓释片
纳催离,吲达帕胺缓释片
雅荣,吲达帕胺缓释胶囊
立舒平,吲达帕胺缓释片
纳斯力妥,吲达帕胺胶囊
安泰达,吲达帕胺胶囊
纳催离,吲达帕胺片
伊特安,吲达帕胺片
寿比山,吲达帕胺片
美利巴,吲达帕胺胶囊
希尔达,吲达帕胺胶囊
辛贝,吲哚布芬片
引思达,吲哚布芬片
必艾得,吲哚美辛巴布膏
露奇,吲哚美辛滴眼液
美达新,吲哚美辛缓释胶囊
比诺,吲哚美辛缓释胶囊
意施丁,吲哚美辛缓释片
鹤临,吲哚美辛口服混悬液
消炎痛片,吲哚美辛片
扶兰青,吲哚美辛沙丁胺醇栓
百奥,蚓激酶肠溶胶囊
普恩复,蚓激酶肠溶胶囊
博洛克,蚓激酶肠溶胶囊
乐佰欣,蚓激酶肠溶片
历设得,荧光素钠注射液
小眉,右美沙芬缓释混悬液
史达功,右美沙芬愈创甘油醚糖浆
清芬,右旋布洛芬片
同泽安,右旋布洛芬栓
低分子右旋糖苷,右旋糖酐40葡萄糖注射液
泪然,右旋糖酐羟丙甲纤维素滴眼液
润齐,右旋糖酐70滴眼液
倍然,右旋糖酐羟丙甲纤维素滴眼液
科莫非,右旋糖酐铁注射液
葵拉兰,右旋酮洛芬氨丁三醇片
优百芬,右旋酮洛芬氨丁三醇片
文飞,右佐匹克隆片
伊坦宁,右佐匹克隆片
川石,鱼石脂软膏
德众,玉屏风颗粒
息柯宁,愈酚甲麻那敏糖浆
联力克,愈酚伪麻待因口服溶液
艾舒,愈酚伪麻口服溶液
华可必,愈美缓释片
可予宁,愈美胶囊
华芬,愈美颗粒
华芬,愈美颗粒剂
可坦,愈美片
惠菲宣,愈美片(包衣片)
云香精,云香祛风止痛酊
内美通,孕三烯酮胶囊
言昌,孕三烯酮胶囊
百科康迪,藻酸双酯钠氯化钠注射液
斯唯博,藻酸双酯钠氯化钠注射液
海鑫,藻酸双酯钠氯化钠注射液
恒平,藻酸双酯钠氯化钠注射液
佳乐同欣,藻酸双酯钠氯化钠注射液
唯易,藻酸双酯钠氯化钠注射液
安云,扎来普隆分散片
曲宁,扎来普隆胶囊
安己辛,扎来普隆胶囊
安维得,扎来普隆胶囊
恩诺欣,扎来普隆胶囊
禾邦立安,扎来普隆胶囊
惠特宁,扎来普隆胶囊
思每,扎来普隆胶囊
斯特长佳,扎来普隆胶囊
思威坦,扎来普隆胶囊
通安其,扎来普隆胶囊
百介民,扎来普隆片
惠宁,扎来普隆片
瑞晨,扎来普隆片
思威坦,扎来普隆片
安可来,扎鲁司特片
奥勃兰,长春胺缓释胶囊
杰力纾,长春西汀氯化钠注射液
开文通,长春西汀片
多力康,长春西汀片
邦川乃新,长春西汀葡萄糖注射液
青禾,长春西汀葡萄糖注射液
华迈通,长春西汀葡萄糖注射液
润菏尔,长春西汀葡萄糖注射液
枢霖,长春西汀葡萄糖注射液
润坦,长春西汀注射液
克凌诺,长链脂肪乳注射液(OO)
克林诺,长链脂肪乳注射液(OO)
开文通,长春西汀注射液
洁悠神,长效抗菌材料
森铁能,蔗糖铁注射液
维乐福,蔗糖铁注射液
铁泰,蔗糖铁注射液
海宝,珍珠明目滴眼液
能全素,整蛋白型肠内营养剂(粉剂)
卡文,脂肪乳氨基酸(17)葡萄糖(11%)注射液
卡全,脂肪乳氨基酸(17)葡萄糖(19%)注射液
英脱利匹特,脂肪乳注射液(C14～24)
力基,脂肪乳注射液(C14～24)
力邦英特,脂肪乳注射液（C14-24）
维他利匹特,脂溶性维生素注射液(Ⅱ)
旨维,脂溶性维生素注射液（Ⅱ）
侨光卡路,中/长链脂肪乳注射液(C8～24)
力保肪宁,中/长链脂肪乳注射液(C8～24)
力能,中/长链脂肪乳注射液（C6-24）
仲康,肿节风片
中生利,肿节风注射液
阿拉明,重酒石酸间羟胺注射液
艾斯能,重酒石酸卡巴拉汀胶囊
利舒安,重酒石酸去甲肾上腺素注射液
诺维本,重酒石酸长春瑞滨注射液
民诺宾,重酒石酸长春瑞滨注射液
安在时,重组（酵母）乙型肝炎疫苗
益可欣,重组（酵母）乙型肝炎疫苗
可唯适,重组B亚单位/菌体霍乱疫苗（肠溶胶囊）
普丽康,重组促卵泡素β注射液
长秀霖,重组甘精胰岛素注射液
干复津,重组集成干扰素α注射液
健尼哌,重组抗CD25人源化单克隆抗体注射液
贝复舒,重组牛碱性成纤维细胞生长因子滴眼液
贝复新,重组牛碱性成纤维细胞生长因子凝胶
贝复济,重组牛碱性成纤维细胞生长因子外用溶液
贝复舒,重组牛碱性成纤维细胞生长因子眼用凝胶
安柯瑞,重组人5型腺病毒注射液
今又生,重组人p53腺病毒注射液
新德路生,重组人白介素-2注射液
欣吉尔,重组人白细胞介素-2(125Ala)注射液
易贝,重组人表皮生长因子滴眼液
易孚,重组人表皮生长因子凝胶
金因肽,重组人表皮生长因子外用溶液(Ⅰ)
依济复,重组人表皮生长因子外用溶液(Ⅰ)
金因舒,重组人表皮生长因子衍生物滴眼液
罗可曼,重组人促红素-β注射液（CHO细胞）
佳林豪,重组人促红素生成素注射液（CHO细胞）
利血宝,重组人促红素注射液
雪达升,重组人促红素注射液(CHO细胞)
宁红欣,重组人促红素注射液(CHO细胞)
赛博尔,重组人促红素注射液(CHO细胞)
依倍,重组人促红素注射液(CHO细胞)
济脉欣,重组人促红素注射液(CHO细胞)
益比奥,重组人促红素注射液(CHO细胞)
环尔博,重组人促红素注射液(CHO细胞)
依普定,重组人促红素注射液(CHO细胞)
阿司伯根,重组人促红素注射液(CHO细胞)
诺之素,重组人促红素注射液(CHO细胞)
怡普利,重组人促红素注射液(CHO细胞)
果纳芬,重组人促卵泡激素注射液
运德素,重组人干扰素 α1b注射液
长生扶明,重组人干扰素 α1b滴眼液
滴宁,重组人干扰素 α1b滴眼液
倍泰龙,重组人干扰素β-1b
长生德佳,重组人干扰素α 2a栓
长生扶明,重组人干扰素α1b滴眼液
滴宁,重组人干扰素α1b滴眼液
奥平,重组人干扰素α 2a栓
淑润,重组人干扰素α 2a栓
忆林,重组人干扰素α-2a凝胶
因特芬,重组人干扰素α2a注射液
罗荛愫,重组人干扰素α2a注射液
安达芬,重组人干扰素α2b滴眼液
尤靖安,重组人干扰素α2b凝胶
捷抚,重组人干扰素α2b喷雾剂
安达芬,重组人干扰素α2b乳膏
里亚美,重组人干扰素α2b软膏
爽因洁,重组人干扰素α2b栓
安达芬,重组人干扰素α2b栓
辛复宁,重组人干扰素α2b阴道泡腾胶囊
安达芬,重组人干扰素α2b注射液
辛化诺,重组人干扰素α2b注射液
安福隆,重组人干扰素α2b注射液
甘乐能,重组人干扰素α-2b注射液
凯因益生,重组人干扰素α-2b注射液
利比,重组人干扰素β1a注射液
宁红欣,重组人红细胞生成素注射液
怡普利,重组人红细胞生成素注射液
佳林豪,重组人红细胞生成素注射液
赛格力,重组人粒细胞刺激因子注射液
洁欣,重组人粒细胞刺激因子注射液
瑞白,重组人粒细胞刺激因子注射液
白特喜,重组人粒细胞刺激因子注射液
欣粒生,重组人粒细胞刺激因子注射液
特尔津,重组人粒细胞刺激因子注射液
金磊赛强,重组人粒细胞刺激因子注射液
里亚金,重组人粒细胞刺激因子注射液
吉粒芬,重组人粒细胞刺激因子注射液
惠尔血,重组人粒细胞刺激因子注射液
立生素,重组人粒细胞刺激因子注射液
泉升,重组人粒细胞刺激因子注射液
瑞血新,重组人粒细胞刺激因子注射液
吉赛欣,重组人粒细胞刺激因子注射液
保力津,重组人粒细胞刺激因子注射液
津恤力,重组人粒细胞刺激因子注射液
培能,重组人粒细胞刺激因子注射液
惠尔血,重组人粒细胞集落刺激因子注射液
津恤力,重组人粒细胞集落刺激因子注射液
艾泽,重组人绒促性素注射液
赛增,重组人生长激素注射液
诺浩,重组人生长激素注射液
诺泽,重组人生长激素注射液
恩度,重组人血管内皮抑制素注射液
特比澳,重组人血小板生成素注射液
混合优泌林笔芯,重组人胰岛素注射液
优泌林,重组人胰岛素注射液
甘舒霖R,重组人胰岛素注射液
苏泌啉,重组人胰岛素注射液
优泌林,重组人胰岛素注射液 (常规型)
重组人促红素注射液,重组人红细胞生成素注射液
瑞通立,重组人组织型纤溶酶原激酶衍生物
益可欣,重组乙型肝炎疫苗(酵母)
安在时,重组乙型肝炎疫苗(酿酒酵母)
高抗素,珠氯噻醇癸酸酯注射液
固尔苏,猪肺磷脂注射液
抗人胸腺淋巴细胞球蛋白（猪）,猪抗人淋巴细胞免疫球蛋白
爱赛福,注射用1,6-二磷酸果糖
爱莎福斯菲娜,注射用1,6-二磷酸果糖
施尼维他,注射用12种复合维生素
沙培林,注射用A群链球菌
保妥适,注射用A型肉毒毒素
衡力,注射用A型肉毒毒素
培尔吉,注射用N（2）-L-丙氨酰-L-谷氨酰胺
注射用丙氨酰谷氨酰胺,注射用N（3）-L-丙氨酰-L-谷氨酰胺
奕宁,注射用阿洛西林钠
阿乐欣,注射用阿洛西林钠
鑫达益,注射用阿洛西林钠
益萨林,注射用阿莫西林钠
阿莫仙,注射用阿莫西林钠
凯尔,注射用阿莫西林钠
弗威,注射用阿莫西林钠氟氯西林钠
昆柏,注射用阿莫西林钠氟氯西林钠
中诺克林,注射用阿莫西林钠克拉维酸钾
胜艾,注射用阿莫西林钠克拉维酸钾
安奇,注射用阿莫西林钠克拉维酸钾
东元安奇,注射用阿莫西林钠克拉维酸钾
元欣,注射用阿莫西林钠克拉维酸钾
